conc
0
0.17095
0.3419
0.51285
0.6838
0.85475
1.0257
1.19665
1.3676
1.53855
1.7095
1.88045
2.0514
2.22235
2.3933
2.56425
2.7352
2.90615
3.0771
3.24805
3.419
3.58995
3.7609
3.93185
4.1028
4.27375
4.4447
4.61565
4.7866
4.95755
5.1285
5.29945
5.4704
5.64135
5.8123
5.98325
6.1542
6.32515
6.4961
6.66705
6.838
7.00895
7.1799
7.35085
7.5218
7.69275
7.8637
8.03465
8.2056
8.37655
8.5475
8.71845
8.8894
9.06035
9.2313
9.40225
9.5732
9.74415
9.9151
10.08605
10.257
10.42795
10.5989
10.76985
10.9408
11.11175
11.2827
11.45365
11.6246
11.79555
11.9665
12.13745
12.3084
12.47935
12.6503
12.82125
12.9922
13.16315
13.3341
13.50505
13.676
13.84695
14.0179
14.18885
14.3598
14.53075
14.7017
14.87265
15.0436
15.21455
15.3855
15.55645
15.7274
15.89835
16.0693
16.24025
16.4112
16.58215
16.7531
16.92405
17.095
