conc
0
0.16417
0.32834
0.49251
0.65668
0.82085
0.98502
1.14919
1.31336
1.47753
1.6417
1.80587
1.97004
2.13421
2.29838
2.46255
2.62672
2.79089
2.95506
3.11923
3.2834
3.44757
3.61174
3.77591
3.94008
4.10425
4.26842
4.43259
4.59676
4.76093
4.9251
5.08927
5.25344
5.41761
5.58178
5.74595
5.91012
6.07429
6.23846
6.40263
6.5668
6.73097
6.89514
7.05931
7.22348
7.38765
7.55182
7.71599
7.88016
8.04433
8.2085
8.37267
8.53684
8.70101
8.86518
9.02935
9.19352
9.35769
9.52186
9.68603
9.8502
10.01437
10.17854
10.34271
10.50688
10.67105
10.83522
10.99939
11.16356
11.32773
11.4919
11.65607
11.82024
11.98441
12.14858
12.31275
12.47692
12.64109
12.80526
12.96943
13.1336
13.29777
13.46194
13.62611
13.79028
13.95445
14.11862
14.28279
14.44696
14.61113
14.7753
14.93947
15.10364
15.26781
15.43198
15.59615
15.76032
15.92449
16.08866
16.25283
16.417
