time,c1,c5,c10,c15,c20,c25,c30,c35,c40,c45,c50,c55,c60,c65,c70,c75,c80,c85,c90,c95
128,0.426947067,1.52434401,3.252473275,4.739174204,5.639035789,6.995815246,7.714490404,8.200016804,8.701521196,9.144222564,9.638363525,10.1063872,10.59871434,11.0384481,11.33074884,12.03394898,12.58253321,12.91380082,13.45333537,14.26459489
132,0.468997846,1.6150291,3.315198595,4.825386747,5.82531883,7.117256975,7.958604255,8.387345145,8.768246312,9.363318405,9.704367106,10.20942468,10.73943811,11.06948298,11.44359287,12.08795211,12.59743269,13.07340924,13.5848473,14.31500538
136,0.535031908,1.955308458,3.366165984,4.855921766,6.223812197,7.21874933,8.102267557,8.519082374,8.854772383,9.420729301,9.83070032,10.32567702,10.89005133,11.1268932,11.48627334,12.15053707,12.60748094,13.14691136,13.78020259,14.46764475
140,0.58683815,1.966862074,3.425157455,5.381582731,6.226695703,7.290737558,8.279181687,8.639025849,9.101111895,9.526484005,10.03386807,10.44814295,10.91399422,11.17591551,11.55655147,12.2786434,12.65155471,13.15180615,13.9266842,14.57899795
144,0.623394606,1.971249253,3.498832502,5.502849788,6.23807597,7.546229862,8.369001014,8.833161038,9.191216736,9.689273137,10.16838239,10.57279629,10.94977209,11.21029894,11.59299024,12.33933413,12.7296805,13.15397134,14.01546974,14.6470945
148,0.660989265,1.977856965,3.626850198,5.533656603,6.661459475,7.67423323,8.477523087,8.837593601,9.35076189,9.815360376,10.19326212,10.66312338,10.99904297,11.22932043,11.6000963,12.46153366,12.78768742,13.15488726,14.06937218,14.70371429
152,0.680498307,1.987924,3.857234879,5.788509232,7.062476399,7.750925151,8.517550598,9.024817233,9.45051422,9.847848458,10.22794812,10.7817771,11.0264638,11.25541734,11.61182105,12.48598887,12.83063492,13.15540817,14.09831078,14.73573081
156,0.688989308,1.992590226,4.079190774,5.889942875,7.208499297,8.107366976,8.540312293,9.104166032,9.499048645,9.9335914,10.32853821,10.84098134,11.09412758,11.27992921,11.63429047,12.56438447,12.9025139,13.15592908,14.12021548,14.76273407
160,0.694404272,1.997533503,4.230785531,6.008008509,7.291905296,8.110674503,8.714288816,9.104496596,9.640346925,10.09054162,10.43495919,10.84896266,11.17118861,11.31913458,11.66378021,12.59427351,12.92598821,13.17513033,14.14327093,14.80228947
164,0.699688921,2.145756642,4.358130249,6.045222045,7.325449506,8.130794339,8.749784124,9.250724408,9.686375861,10.17998566,10.49929795,10.9032526,11.20128661,11.3698912,11.68154866,12.60787514,12.93625876,13.29278064,14.16177603,14.83132202
168,0.703271419,2.268911232,4.458844607,6.159281071,7.336477483,8.218566256,8.816202961,9.292858401,9.772250815,10.31998686,10.60271394,10.92473584,11.2294954,11.45975313,11.75975985,12.62174755,12.9775438,13.29325498,14.17160953,14.88365224
172,0.706813982,2.386734706,4.533294568,6.19636478,7.344020474,8.387345145,8.879011584,9.295963343,9.862278474,10.41485527,10.63824387,11.01742174,11.25063474,11.5399319,11.77238264,12.64514257,13.02188355,13.29372931,14.18420199,14.91609459
176,0.71058712,2.561664452,4.561585134,6.232559844,7.350536872,8.425522815,9.005991307,9.302568256,9.894932167,10.50718784,10.71069498,11.09382863,11.27939304,11.54426343,11.81569772,12.65390323,13.02730081,13.29731172,14.20787787,14.94751786
180,0.712305038,2.680885653,4.583048828,6.253531535,7.531292331,8.429415627,9.108621266,9.363318405,9.986120827,10.54066512,10.75787662,11.09800003,11.3374595,11.58591562,11.91680416,12.68305108,13.04160373,13.29731172,14.2424188,14.95448057
184,0.713064054,2.798815424,4.604656655,6.28160314,7.664030076,8.430004988,9.111513043,9.420729301,10.05126267,10.59239593,10.81038499,11.15656159,11.36251578,11.58591562,11.96304171,12.68481038,13.07184796,13.29731172,14.2726266,14.9656939
188,0.713274049,2.867568365,4.629777442,6.303859794,7.77606677,8.492138061,9.125510698,9.420729301,10.0666412,10.59267733,10.84718618,11.19813367,11.36636779,11.63560299,11.98904211,12.68972219,13.07823026,13.29731172,14.29387088,14.97412699
192,0.713484044,2.867568365,4.647355032,6.308250109,7.823301626,8.498939307,9.140393465,9.420729301,10.08273104,10.61793786,10.87692088,11.25034864,11.37001096,11.6464941,12.01870081,12.69239105,13.09422417,13.31187486,14.30733968,14.98103847
196,0.713694039,2.867568365,4.665233025,6.310861563,7.825608751,8.579580467,9.201163307,9.53924111,10.13544607,10.64564107,10.90834688,11.27457431,11.40890181,11.66679193,12.03375131,12.69870258,13.13119168,13.38600426,14.32169578,14.99073443
200,0.713904034,2.867568365,4.683402622,6.31415069,7.82752397,8.781905278,9.230164615,9.542091336,10.21589977,10.67076391,10.91399422,11.29166746,11.4635552,11.69541369,12.08246422,12.70693053,13.14974453,13.41836605,14.33687723,14.99443256
204,0.714114028,2.867568365,4.698334501,6.31415069,7.828200957,8.789380682,9.292959063,9.543821651,10.25167981,10.74352222,10.93115528,11.29970323,11.51463685,11.69782006,12.09751801,12.71686589,13.15348967,13.41916578,14.34326138,14.99677646
208,0.714114028,2.867568365,4.720556019,6.31415069,7.829277327,8.818417136,9.319783028,9.574168306,10.30486579,10.74446802,10.96158174,11.31298876,11.53049981,11.69831568,12.1106314,12.72034252,13.16122076,13.42458461,14.34762465,15.00282495
212,0.714114028,2.867568365,4.735572613,6.31415069,7.830209683,8.837593601,9.333489736,9.630526171,10.31037095,10.76300996,10.98715274,11.35336539,11.54805283,11.6988113,12.12806969,12.72861916,13.16459228,13.4336128,14.35175177,15.00448531
216,0.714114028,2.867568365,4.752749297,6.31415069,7.850981227,8.837593601,9.351854359,9.685774521,10.31831749,10.76700665,11.10606242,11.35402277,11.55989458,11.70039619,12.14648982,12.74839099,13.16672022,13.44055251,14.3553516,15.00787447
220,0.714114028,2.880304102,4.764064724,6.31415069,7.867106711,8.837593601,9.353454842,9.700662724,10.32345885,10.76977933,11.12821741,11.37045919,11.56171095,11.70910833,12.15648639,12.76772327,13.16832929,13.44251494,14.35801926,15.00990781
224,0.714114028,2.949687601,4.778876489,6.31415069,7.886889627,8.837593601,9.358381399,9.771463281,10.32744802,10.78475233,11.14049182,11.37079901,11.60294372,11.73805705,12.16422835,12.79454721,13.16880747,13.44529471,14.36263119,15.01102447
228,0.714114028,3.020025067,4.794242402,6.31415069,7.905263982,8.837593601,9.362970977,9.818442119,10.33521831,10.80393403,11.15199645,11.37110678,11.61942215,11.79541297,12.18370264,12.80768188,13.16919774,13.44928119,14.3663197,15.01437353
232,0.714114028,3.091760613,4.808263414,6.31415069,7.922985727,8.874260908,9.370085259,9.910566125,10.33761646,10.81948353,11.15700553,11.3714045,11.62566043,11.80019245,12.19415779,12.80768188,13.16959019,13.45001803,14.37026632,15.0149631
236,0.714114028,3.151666214,4.819735944,6.31415069,7.941369032,8.878524457,9.375121897,9.91106485,10.34040393,10.84747251,11.15725902,11.37170221,11.63089682,11.83136497,12.2729378,12.80768188,13.17248499,13.45523487,14.37359208,15.01832289
240,0.714114028,3.197912528,4.829513661,6.31415069,7.956054428,8.878524457,9.376132108,9.912114176,10.3415488,10.8662597,11.15766008,11.37199993,11.63411424,11.85234592,12.35967348,12.80768188,13.17355285,13.46880687,14.3751605,15.02115364
244,0.714114028,3.239473627,4.835949032,6.31415069,7.971230921,8.878524457,9.379096988,9.918689414,10.34734366,10.88830712,11.15829981,11.37263115,11.63728656,11.87096723,12.40391833,12.81006022,13.1751499,13.47142744,14.37748172,15.03143155
248,0.714114028,3.284923024,4.842689824,6.31415069,7.978846152,8.878524457,9.398148768,9.939135778,10.35976223,10.88983915,11.15858331,11.37813729,11.63977186,11.87757308,12.40925433,12.81700794,13.17700327,13.47667641,14.37903105,15.03648487
252,0.714114028,3.31183259,4.849192558,6.31415069,7.990055508,8.882456854,9.414482823,9.965847869,10.38327935,10.89137935,11.15885109,11.39615785,11.64348063,11.89725836,12.41770407,12.86247255,13.17723864,13.47961518,14.38267612,15.04041729
256,0.714114028,3.312804579,4.855110338,6.31415069,7.99621012,8.888532348,9.41674253,9.98800925,10.42183454,10.89299018,11.15905148,11.4167377,11.64832397,11.90343909,12.42009091,12.86645011,13.17761723,13.48058391,14.38384552,15.04853
260,0.714114028,3.313608608,4.857710195,6.31415069,8.004052284,8.902965683,9.418127715,10.00315084,10.45879589,10.89727609,11.16552825,11.42789071,11.64968187,11.9103927,12.42316802,12.8688424,13.17878952,13.48109787,14.38465913,15.05307516
264,0.714114028,3.314187767,4.864450907,6.31415069,8.010874974,8.91629404,9.42162194,10.0163378,10.47886065,10.9019088,11.17155951,11.43327947,11.65118672,11.91363986,12.42663981,12.87393966,13.17894683,13.482242,14.3853889,15.06075871
268,0.714114028,3.315785144,4.868716777,6.31415069,8.014226141,8.932244201,9.423418339,10.02881758,10.48029297,10.9032526,11.17734794,11.43348968,11.65211269,11.91770328,12.42889187,12.87568248,13.19129955,13.48601441,14.38671213,15.07304804
272,0.714114028,3.316239909,4.870133788,6.31415069,8.021380529,8.941229327,9.426464025,10.03626671,10.48350481,10.9032526,11.1824029,11.43369989,11.66823335,11.92695031,12.43061205,12.87665499,13.19210553,13.48727171,14.38839577,15.08366288
276,0.714114028,3.316694674,4.873984511,6.31415069,8.02428552,8.955161714,9.427448266,10.03915661,10.48640983,10.9032526,11.18664473,11.4347241,11.68437437,11.93379394,12.43298695,12.87737347,13.19339712,13.4888799,14.39016299,15.09547251
280,0.714114028,3.318132042,4.879554139,6.31415069,8.026810803,8.967993517,9.42967453,10.04156863,10.48911021,10.9032526,11.19209946,11.43510692,11.70135476,11.93951656,12.43425325,12.88205858,13.19472211,13.48964949,14.39085444,15.11054669
284,0.714114028,3.318464641,4.883342257,6.31415069,8.029822479,8.99004137,9.42967453,10.04978826,10.49473868,10.9032526,11.19712803,11.43532554,11.71866285,11.94266983,12.43680566,12.88354664,13.19510144,13.51925252,14.39131016,15.12251976
288,0.714114028,3.318797241,4.890473885,6.31415069,8.033317425,9.013711109,9.42967453,10.05430374,10.500001,10.9032526,11.20066816,11.43554416,11.72347576,11.94415491,12.43807474,12.88542579,13.19534923,13.54576579,14.39186097,15.13199574
292,0.714114028,3.318797241,4.893293444,6.31415069,8.038511038,9.023399114,9.42967453,10.05710288,10.50779268,10.90748034,11.20453885,11.43576279,11.72525675,11.94721277,12.44202635,12.88912923,13.19566263,13.54744078,14.39207696,15.14387782
296,0.714114028,3.318797241,4.9002858,6.31415069,8.041730954,9.040267032,9.42967453,10.05925705,10.51546955,10.90869506,11.20886641,11.43598141,11.72700408,11.94814841,12.45187431,12.89349598,13.19667117,13.54949392,14.39229296,15.16052743
300,0.714114028,3.318797241,4.90501136,6.31415069,8.045487304,9.059427789,9.42967453,10.06059464,10.52350366,10.90924911,11.2144995,11.43691952,11.72934391,11.95005679,12.46461951,12.8973361,13.19749988,13.55152017,14.39269167,15.17353554
304,0.714114028,3.318797241,4.912065319,6.31415069,8.046944774,9.07251441,9.42967453,10.06164449,10.53182638,10.90949101,11.21958368,11.43830946,11.73175287,11.9508131,12.47379861,12.90286307,13.19788909,13.55244563,14.39378798,15.1959636
308,0.714114028,3.318797241,4.916715423,6.31415069,8.048372408,9.080772521,9.42967453,10.06751724,10.53789911,10.90973291,11.22227057,11.43837291,11.73500626,11.95349103,12.48782414,12.90668822,13.19825749,13.55345644,14.39432372,15.20164375
312,0.714114028,3.318797241,4.921064002,6.31415069,8.050141702,9.1002105,9.42967453,10.06842082,10.54422011,10.90997481,11.25698861,11.43843636,11.73546675,11.95601639,12.49611768,12.90939728,13.19854714,13.55442662,14.39474545,15.21185559
316,0.714114028,3.318797241,4.926058529,6.31415069,8.054219233,9.105368427,9.42967453,10.08212205,10.54872056,10.91022239,11.28640088,11.43849981,11.73634324,11.96253928,12.50873402,12.91151397,13.19867157,13.55518405,14.39514089,15.2246782
320,0.714114028,3.318797241,4.928492174,6.31415069,8.055462003,9.105368427,9.42967453,10.14398979,10.55358383,10.91050508,11.29053358,11.43856326,11.73781798,11.98257358,12.51919444,12.91272345,13.198796,13.55685384,14.39565128,15.2275273
324,0.714114028,3.318797241,4.929029497,6.31415069,8.056420201,9.105368427,9.42967453,10.17286686,10.55651122,10.91078776,11.29451051,11.46622586,11.7387401,12.01075594,12.5308024,12.91432049,13.19892044,13.55741758,14.39604246,15.22853707
328,0.714114028,3.318797241,4.929437942,6.31415069,8.057305314,9.105368427,9.432634484,10.17286686,10.55742001,10.91107045,11.30063793,11.52888423,11.73952901,12.03235313,12.5355923,12.91432049,13.19904487,13.55898923,14.39615566,15.22962835
332,0.714114028,3.318797241,4.931605793,6.31415069,8.059137324,9.105368427,9.437894798,10.17286686,10.55770576,10.91183535,11.30274163,11.52992546,11.74074821,12.03779487,12.5355923,12.91432049,13.19972481,13.55922315,14.39626886,15.23057416
336,0.714114028,3.318797241,4.932455391,6.31415069,8.061143369,9.105368427,9.440495398,10.17286686,10.55875153,10.91242342,11.3055599,11.5334758,11.74135663,12.03779487,12.5355923,12.91432049,13.19990538,13.55944914,14.39638207,15.23177968
340,0.714114028,3.318797241,4.934076487,6.31415069,8.063215806,9.105368427,9.443299738,10.17286686,10.55972576,10.91258533,11.30613303,11.53419955,11.74177589,12.03779487,12.5355923,12.91432049,13.20008595,13.55967513,14.39649527,15.23177968
344,0.714114028,3.318797241,4.937639806,6.31415069,8.063756549,9.105368427,9.447534103,10.17286686,10.56068013,10.91274724,11.30661538,11.5372617,11.75025119,12.03779487,12.5355923,12.91432049,13.20023141,13.55990112,14.39671663,15.23177968
348,0.714114028,3.318797241,4.939077164,6.31415069,8.064431562,9.105368427,9.452003105,10.17286686,10.56088753,10.91290914,11.30873365,11.5372617,11.77833263,12.03779487,12.5355923,12.91432049,13.20032452,13.56012711,14.39720927,15.23177968
352,0.714114028,3.318797241,4.939551985,6.31415069,8.0651086,9.105368427,9.460281002,10.17286686,10.56109001,10.91307105,11.31054487,11.5372617,11.78114317,12.03779487,12.5355923,12.91432049,13.20041763,13.56046094,14.39745753,15.23177968
356,0.714114028,3.318797241,4.940161409,6.31415069,8.065949227,9.105368427,9.466764754,10.17286686,10.56131647,10.91323296,11.31296965,11.5372617,11.78159758,12.03779487,12.5355923,12.91432049,13.20051074,13.56080566,14.39770579,15.23177968
360,0.714114028,3.318797241,4.943134728,6.31415069,8.06633211,9.105368427,9.471607409,10.17286686,10.56687836,10.91339079,11.31419025,11.5372617,11.78343429,12.03779487,12.5355923,12.91432049,13.20060385,13.56115037,14.39839957,15.23177968
364,0.714114028,3.318797241,4.944591413,6.31415069,8.067228427,9.105368427,9.472051519,10.17286686,10.58922252,10.91351799,11.3147377,11.5372617,11.78465925,12.03779487,12.5355923,12.91432049,13.20069696,13.56115037,14.39889818,15.23177968
368,0.714114028,3.318797241,4.945487934,6.31415069,8.067781787,9.105368427,9.47237821,10.17286686,10.60735466,10.91364518,11.31539109,11.5372617,11.78532771,12.03779487,12.5355923,12.91432049,13.20079143,13.56115037,14.39968432,15.23177968
372,0.714114028,3.318797241,4.946198428,6.31415069,8.06851279,9.105368427,9.473408162,10.17286686,10.62484278,10.91377238,11.31595419,11.5372617,11.78679559,12.03779487,12.5355923,12.91432049,13.20088832,13.56115037,14.3999367,15.23177968
376,0.714114028,3.318797241,4.947140033,6.31415069,8.069517738,9.105368427,9.473675576,10.17286686,10.62744643,10.91389957,11.31650547,11.5372617,11.78781332,12.06388685,12.5355923,12.91432049,13.20098521,13.56115037,14.40035022,15.23177968
380,0.714114028,3.318797241,4.947455377,6.31415069,8.072189038,9.105368427,9.474416736,10.17286686,10.63088247,10.91402677,11.31713395,11.5372617,11.78918465,12.08849382,12.5355923,12.91432049,13.2010821,13.56115037,14.4013593,15.23177968
384,0.714114028,3.318797241,4.949332889,6.31415069,8.073329653,9.105368427,9.474648068,10.17286686,10.63345274,10.91415396,11.31794458,11.5372617,11.78991034,12.08849382,12.5355923,12.91432049,13.201179,13.56115037,14.40198504,15.23177968
388,0.714114028,3.318797241,4.951134608,6.31415069,8.074260677,9.105368427,9.474881318,10.17286686,10.63411365,10.91428116,11.318208,11.5372617,11.7901616,12.08849382,12.5355923,12.91432049,13.20127589,13.56115037,14.40215452,15.23177968
392,0.714114028,3.318797241,4.952339311,6.31415069,8.074594102,9.105368427,9.475134438,10.17286686,10.63457346,10.91440835,11.31859306,11.5372617,11.79047875,12.08849382,12.5355923,12.91432049,13.20152364,13.56115037,14.40232399,15.23177968
396,0.714114028,3.318797241,4.953203596,6.31415069,8.076211396,9.105368427,9.475134438,10.17286686,10.63457346,10.91440835,11.31859306,11.5372617,11.79131692,12.08849382,12.5355923,12.91432049,13.20152364,13.56115037,14.40249346,15.23177968
400,0.714114028,3.318797241,4.953203596,6.31415069,8.076211396,9.105368427,9.475134438,10.17286686,10.63457346,10.91440835,11.31859306,11.5372617,11.79131692,12.08849382,12.5355923,12.91432049,13.20152364,13.56115037,14.40249346,15.23177968
